stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
2020-01-01,0:46:00,India,M,61,32,Hispanic,Drunk Driving,Signal,FALSE,Vehicle Search,Warning,FALSE,16-30 Min,FALSE,TN84HR9877
2020-01-01,0:47:00,Canada,M,35,23,Asian,Other,Signal,TRUE,None,Warning,TRUE,16-30 Min,FALSE,DL82AO6838
2020-01-01,0:48:00,USA,M,33,28,Asian,Other,Signal,FALSE,None,Warning,TRUE,30+ Min,TRUE,MH41QW2497
2020-01-01,0:49:00,Canada,F,35,47,White,Seatbelt,DUI,TRUE,Vehicle Search,Warning,FALSE,16-30 Min,FALSE,DL13ZS8904
2020-01-01,0:50:00,Canada,F,29,18,White,Signal Violation,Seatbelt,FALSE,Frisk,Arrest,TRUE,16-30 Min,FALSE,MH37EG9241
2020-01-01,0:51:00,India,F,70,76,Hispanic,Seatbelt,Signal,TRUE,None,Warning,FALSE,30+ Min,FALSE,KA50EI7957
2020-01-01,0:52:00,USA,F,59,61,White,Drunk Driving,Seatbelt,TRUE,Frisk,Arrest,FALSE,0-15 Min,FALSE,KA64GY4451
2020-01-01,0:53:00,Canada,F,72,43,White,Seatbelt,Speeding,TRUE,Frisk,Ticket,FALSE,16-30 Min,FALSE,GJ17GE2142
2020-01-01,0:54:00,USA,M,49,32,White,Speeding,Signal,TRUE,Frisk,Ticket,TRUE,16-30 Min,TRUE,KA73KN5444
2020-01-01,0:55:00,India,M,26,32,Asian,Speeding,Seatbelt,FALSE,Vehicle Search,Ticket,FALSE,16-30 Min,FALSE,MH58AO2763
2020-01-01,0:56:00,USA,F,52,68,White,Drunk Driving,Speeding,FALSE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,DL85LD9268
2020-01-01,0:57:00,Canada,F,38,25,Hispanic,Signal Violation,Speeding,TRUE,None,Arrest,FALSE,30+ Min,TRUE,GJ72CL4694
2020-01-01,0:58:00,USA,M,39,48,Hispanic,Signal Violation,DUI,FALSE,Vehicle Search,Arrest,FALSE,16-30 Min,TRUE,RJ66EL4572
2020-01-01,0:59:00,India,M,46,30,Hispanic,Speeding,Speeding,TRUE,None,Arrest,TRUE,30+ Min,TRUE,WB71MG2848
2020-01-01,1:00:00,Canada,M,55,76,Other,Signal Violation,Speeding,FALSE,Frisk,Ticket,TRUE,16-30 Min,TRUE,MH16SA1781
2020-01-01,1:01:00,USA,F,68,28,Asian,Drunk Driving,Seatbelt,TRUE,None,Ticket,TRUE,0-15 Min,FALSE,DL48XQ7468
2020-01-01,1:02:00,India,M,35,60,Black,Other,DUI,FALSE,None,Warning,FALSE,30+ Min,TRUE,MH47UP7891
2020-01-01,1:03:00,India,F,73,78,Asian,Other,Signal,FALSE,Frisk,Ticket,TRUE,0-15 Min,TRUE,KA25VM7960
2020-01-01,1:04:00,Canada,M,56,51,White,Seatbelt,Seatbelt,TRUE,Vehicle Search,Arrest,TRUE,16-30 Min,TRUE,DL10UB3062
2020-01-01,1:05:00,USA,F,75,77,Asian,Speeding,Seatbelt,TRUE,None,Arrest,FALSE,0-15 Min,FALSE,RJ36PA3655
2020-01-01,1:06:00,Canada,F,20,71,Other,Drunk Driving,DUI,FALSE,None,Warning,TRUE,30+ Min,FALSE,GJ41BV7342
2020-01-01,1:07:00,Canada,M,66,22,Asian,Seatbelt,Signal,TRUE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,GJ11LO3819
2020-01-01,1:08:00,Canada,F,33,31,Other,Speeding,Signal,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,FALSE,WB34ID1259
2020-01-01,1:09:00,USA,F,51,68,Other,Drunk Driving,Seatbelt,FALSE,Frisk,Ticket,FALSE,30+ Min,TRUE,GJ50WS8237
2020-01-01,1:10:00,India,M,34,60,Asian,Seatbelt,DUI,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,TRUE,DL81FJ4363
2020-01-01,1:11:00,India,M,58,32,Hispanic,Other,DUI,TRUE,None,Warning,TRUE,30+ Min,TRUE,GJ88KF5573
2020-01-01,1:12:00,USA,M,59,37,Black,Other,Other,FALSE,Vehicle Search,Ticket,TRUE,16-30 Min,FALSE,RJ40ZT3886
2020-01-01,1:13:00,India,F,40,74,Other,Other,Other,TRUE,Vehicle Search,Arrest,FALSE,30+ Min,TRUE,MH65RK4033
2020-01-01,1:14:00,USA,F,22,24,White,Drunk Driving,Speeding,TRUE,None,Ticket,TRUE,16-30 Min,FALSE,UP53KC7731
2020-01-01,1:15:00,USA,M,80,55,White,Seatbelt,Signal,FALSE,Vehicle Search,Ticket,TRUE,0-15 Min,TRUE,MH28UO7873
2020-01-01,1:16:00,India,M,35,35,Black,Speeding,Signal,TRUE,Vehicle Search,Warning,FALSE,0-15 Min,TRUE,TN50GM4181
2020-01-01,1:17:00,India,F,28,75,Other,Drunk Driving,Other,TRUE,Frisk,Arrest,TRUE,30+ Min,FALSE,GJ84VR4769
2020-01-01,1:18:00,USA,M,53,39,Other,Speeding,Seatbelt,FALSE,Vehicle Search,Ticket,FALSE,0-15 Min,FALSE,UP57UB2650
2020-01-01,1:19:00,USA,M,18,26,White,Speeding,Other,TRUE,None,Arrest,TRUE,30+ Min,FALSE,UP65SH6528
2020-01-01,1:20:00,USA,F,55,21,Asian,Signal Violation,Speeding,FALSE,Frisk,Ticket,TRUE,16-30 Min,FALSE,WB99ER1139
2020-01-01,1:21:00,Canada,M,47,40,Other,Drunk Driving,Speeding,FALSE,Frisk,Warning,TRUE,16-30 Min,TRUE,RJ35JA3159
2020-01-01,1:22:00,USA,M,73,53,Hispanic,Signal Violation,Signal,TRUE,Frisk,Warning,FALSE,16-30 Min,TRUE,KA92WF8533
2020-01-01,1:23:00,USA,F,41,21,Other,Speeding,DUI,FALSE,None,Arrest,TRUE,30+ Min,TRUE,TN94SX3537
2020-01-01,1:24:00,USA,M,70,22,Black,Seatbelt,Seatbelt,FALSE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,DL36CV6003
2020-01-01,1:25:00,USA,M,19,50,Other,Signal Violation,Speeding,TRUE,Vehicle Search,Arrest,FALSE,16-30 Min,TRUE,DL90XB1655
2020-01-01,1:26:00,USA,M,24,55,Hispanic,Speeding,DUI,FALSE,Frisk,Ticket,FALSE,16-30 Min,TRUE,GJ90BL5009
2020-01-01,1:27:00,India,F,31,20,Black,Drunk Driving,Signal,FALSE,None,Warning,TRUE,0-15 Min,FALSE,WB19UQ8951
2020-01-01,1:28:00,Canada,M,53,19,Black,Signal Violation,DUI,FALSE,Frisk,Warning,FALSE,16-30 Min,TRUE,WB96XV1244
2020-01-01,1:29:00,USA,F,46,64,Hispanic,Seatbelt,Speeding,FALSE,Vehicle Search,Warning,TRUE,30+ Min,FALSE,TN87GU9888
2020-01-01,1:30:00,India,F,75,63,Asian,Speeding,DUI,FALSE,Vehicle Search,Ticket,TRUE,0-15 Min,FALSE,MH82TP6195
2020-01-01,1:31:00,India,F,36,49,Other,Drunk Driving,Signal,FALSE,Vehicle Search,Ticket,FALSE,16-30 Min,FALSE,GJ36QW4221
2020-01-01,1:32:00,USA,F,77,35,Hispanic,Seatbelt,Speeding,TRUE,None,Ticket,FALSE,30+ Min,FALSE,WB88YO8532
2020-01-01,1:33:00,USA,F,70,75,Other,Speeding,DUI,FALSE,None,Ticket,FALSE,30+ Min,FALSE,RJ45XR5576
2020-01-01,1:34:00,India,M,32,39,Black,Signal Violation,Signal,FALSE,Frisk,Ticket,FALSE,0-15 Min,FALSE,RJ91YV2437
2020-01-01,1:35:00,USA,M,57,64,White,Speeding,Speeding,FALSE,Frisk,Ticket,TRUE,0-15 Min,FALSE,RJ93ID8505
2020-01-01,1:36:00,USA,M,53,47,Black,Seatbelt,Seatbelt,FALSE,Frisk,Arrest,TRUE,30+ Min,TRUE,UP77ON6789
2020-01-01,1:37:00,USA,M,40,41,Other,Signal Violation,Signal,FALSE,Frisk,Warning,FALSE,0-15 Min,TRUE,WB90WK6774
2020-01-01,1:38:00,India,F,47,65,White,Seatbelt,Speeding,FALSE,Frisk,Warning,TRUE,0-15 Min,TRUE,KA14JB4215
2020-01-01,1:39:00,USA,F,48,48,Hispanic,Signal Violation,Other,TRUE,None,Warning,TRUE,0-15 Min,FALSE,UP69PU2954
2020-01-01,1:40:00,India,F,57,26,White,Other,Speeding,FALSE,Frisk,Arrest,TRUE,0-15 Min,FALSE,UP98QY4152
2020-01-01,1:41:00,Canada,M,70,59,White,Other,Signal,TRUE,Frisk,Arrest,FALSE,30+ Min,TRUE,UP63BA2421
2020-01-01,1:42:00,India,M,32,63,Asian,Signal Violation,DUI,TRUE,None,Ticket,FALSE,0-15 Min,FALSE,DL66AF3486
2020-01-01,1:43:00,USA,M,60,39,Hispanic,Seatbelt,Seatbelt,FALSE,Frisk,Warning,FALSE,0-15 Min,FALSE,RJ49WE2709
2020-01-01,1:44:00,USA,F,47,32,Asian,Seatbelt,Signal,FALSE,Vehicle Search,Arrest,TRUE,0-15 Min,TRUE,GJ22LE3279
2020-01-01,1:45:00,India,F,40,48,Hispanic,Drunk Driving,Seatbelt,TRUE,Vehicle Search,Warning,TRUE,0-15 Min,TRUE,TN36WR9825
2020-01-01,1:46:00,Canada,F,26,37,Asian,Other,Signal,TRUE,Frisk,Ticket,FALSE,16-30 Min,FALSE,RJ91XQ7488
2020-01-01,1:47:00,Canada,F,74,69,Black,Drunk Driving,Seatbelt,TRUE,Vehicle Search,Warning,TRUE,30+ Min,TRUE,DL31LO7439
2020-01-01,1:48:00,India,F,68,25,Other,Signal Violation,DUI,TRUE,None,Warning,FALSE,0-15 Min,TRUE,TN73HG4068
2020-01-01,1:49:00,USA,F,80,71,Hispanic,Speeding,DUI,FALSE,Frisk,Arrest,TRUE,16-30 Min,FALSE,UP75GK5444
2020-01-01,1:50:00,Canada,F,68,45,Hispanic,Drunk Driving,Signal,FALSE,Vehicle Search,Ticket,TRUE,16-30 Min,TRUE,UP23YN8383
2020-01-01,1:51:00,USA,F,25,24,Black,Seatbelt,Seatbelt,FALSE,Frisk,Arrest,TRUE,16-30 Min,FALSE,UP57IX8805
2020-01-01,1:52:00,USA,M,50,63,White,Other,Speeding,FALSE,Vehicle Search,Warning,TRUE,16-30 Min,TRUE,MH10WH5889
2020-01-01,1:53:00,Canada,F,56,70,Hispanic,Drunk Driving,Speeding,TRUE,Vehicle Search,Arrest,FALSE,16-30 Min,FALSE,DL28SV9081
2020-01-01,1:54:00,Canada,F,40,61,White,Seatbelt,Other,TRUE,None,Warning,FALSE,30+ Min,FALSE,UP22IQ4731
2020-01-01,1:55:00,Canada,M,31,38,Asian,Speeding,Signal,TRUE,Frisk,Warning,FALSE,16-30 Min,FALSE,TN88OZ3477
2020-01-01,1:56:00,USA,M,72,68,Black,Other,DUI,TRUE,Vehicle Search,Ticket,TRUE,16-30 Min,FALSE,MH87SR5399
2020-01-01,1:57:00,USA,F,37,46,Asian,Signal Violation,DUI,FALSE,None,Warning,FALSE,0-15 Min,TRUE,RJ39WM9690
2020-01-01,1:58:00,India,M,28,22,Black,Signal Violation,Signal,TRUE,Frisk,Ticket,FALSE,30+ Min,FALSE,TN16TE5832
2020-01-01,1:59:00,India,M,35,48,Asian,Signal Violation,DUI,TRUE,Vehicle Search,Arrest,FALSE,0-15 Min,FALSE,RJ50JG3850
2020-01-01,2:00:00,USA,M,57,18,Black,Signal Violation,Seatbelt,TRUE,Vehicle Search,Arrest,FALSE,16-30 Min,TRUE,TN75VL3241
2020-01-01,2:01:00,Canada,F,56,21,White,Speeding,Signal,FALSE,None,Warning,FALSE,0-15 Min,TRUE,DL45TE2262
2020-01-01,2:02:00,India,F,47,56,Hispanic,Speeding,DUI,TRUE,None,Arrest,TRUE,16-30 Min,FALSE,WB24MZ8320
2020-01-01,2:03:00,India,F,47,22,Black,Other,Speeding,FALSE,Vehicle Search,Arrest,TRUE,30+ Min,FALSE,GJ31OC3613
2020-01-01,2:04:00,Canada,F,26,72,White,Signal Violation,Seatbelt,FALSE,None,Arrest,TRUE,30+ Min,TRUE,RJ80OM6655
2020-01-01,2:05:00,USA,F,64,50,Black,Drunk Driving,DUI,FALSE,Frisk,Arrest,FALSE,30+ Min,TRUE,MH55DL5389
2020-01-01,2:06:00,Canada,M,34,43,Asian,Seatbelt,DUI,FALSE,Frisk,Ticket,FALSE,0-15 Min,FALSE,WB64WR4825
2020-01-01,2:07:00,USA,F,19,58,Asian,Seatbelt,Seatbelt,TRUE,None,Ticket,TRUE,0-15 Min,FALSE,GJ48WU6439
2020-01-01,2:08:00,India,F,56,79,Other,Drunk Driving,Other,FALSE,Frisk,Ticket,FALSE,0-15 Min,TRUE,DL87BX7671
2020-01-01,2:09:00,Canada,M,53,79,Hispanic,Signal Violation,Speeding,FALSE,None,Arrest,FALSE,0-15 Min,FALSE,DL18KE5706
2020-01-01,2:10:00,India,M,48,67,Black,Drunk Driving,Speeding,FALSE,None,Ticket,FALSE,0-15 Min,TRUE,MH29JU7418
2020-01-01,2:11:00,India,M,65,74,Asian,Other,Speeding,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,FALSE,MH60WX8852
2020-01-01,2:12:00,Canada,M,39,47,White,Drunk Driving,Speeding,FALSE,None,Ticket,TRUE,0-15 Min,FALSE,DL69ON5971
2020-01-01,2:13:00,India,M,67,36,Hispanic,Signal Violation,Other,TRUE,None,Ticket,TRUE,0-15 Min,TRUE,DL85HV3400
2020-01-01,2:14:00,India,F,77,79,Hispanic,Speeding,Speeding,TRUE,None,Warning,FALSE,0-15 Min,TRUE,DL84SY8912
2020-01-01,2:15:00,India,F,75,53,Asian,Seatbelt,Signal,FALSE,Frisk,Warning,FALSE,30+ Min,FALSE,UP20GI1142
2020-01-01,2:16:00,USA,M,39,66,Other,Seatbelt,Signal,FALSE,None,Ticket,TRUE,30+ Min,FALSE,TN90PN2999
2020-01-01,2:17:00,Canada,F,42,80,Black,Signal Violation,Other,TRUE,None,Arrest,TRUE,16-30 Min,FALSE,DL32WR7792
2020-01-01,2:18:00,India,M,75,63,White,Seatbelt,Signal,FALSE,Frisk,Arrest,FALSE,0-15 Min,TRUE,RJ81PF4808
2020-01-01,2:19:00,USA,M,21,64,White,Other,DUI,TRUE,Vehicle Search,Ticket,FALSE,16-30 Min,FALSE,GJ23DR9743
2020-01-01,2:20:00,Canada,F,77,69,White,Other,Seatbelt,FALSE,Frisk,Arrest,FALSE,0-15 Min,TRUE,RJ80ML8681
2020-01-01,2:21:00,Canada,M,73,43,Asian,Other,Signal,FALSE,Frisk,Warning,TRUE,0-15 Min,TRUE,UP51LZ2597
2020-01-01,2:22:00,Canada,M,74,32,Hispanic,Signal Violation,Signal,TRUE,Vehicle Search,Arrest,FALSE,0-15 Min,TRUE,MH52YO1565
2020-01-01,2:23:00,Canada,M,51,40,White,Speeding,Speeding,FALSE,None,Warning,FALSE,0-15 Min,FALSE,UP70XC3264
2020-01-01,2:24:00,USA,F,36,22,Hispanic,Signal Violation,Seatbelt,FALSE,Frisk,Ticket,FALSE,30+ Min,FALSE,MH57SO9110
2020-01-01,2:25:00,India,F,32,69,Hispanic,Seatbelt,Speeding,FALSE,None,Arrest,TRUE,30+ Min,FALSE,RJ41IF3630
2020-01-01,2:26:00,Canada,F,37,70,Hispanic,Drunk Driving,Signal,TRUE,Frisk,Arrest,TRUE,30+ Min,TRUE,UP74NZ6165
2020-01-01,2:27:00,India,F,22,76,Other,Other,Speeding,FALSE,None,Warning,FALSE,30+ Min,FALSE,WB39NV9620
2020-01-01,2:28:00,India,F,45,44,Other,Signal Violation,Other,TRUE,Frisk,Ticket,TRUE,0-15 Min,FALSE,MH28MG8771
2020-01-01,2:29:00,USA,F,68,67,White,Speeding,Signal,FALSE,Vehicle Search,Ticket,TRUE,30+ Min,TRUE,TN90WP3979
2020-01-01,2:30:00,USA,F,26,67,Black,Other,DUI,FALSE,None,Warning,FALSE,30+ Min,TRUE,RJ51TI4397
2020-01-01,2:31:00,USA,F,53,60,Asian,Speeding,DUI,TRUE,Vehicle Search,Ticket,FALSE,16-30 Min,FALSE,RJ64RL5151
2020-01-01,2:32:00,India,M,61,80,Other,Drunk Driving,Signal,FALSE,None,Ticket,FALSE,16-30 Min,FALSE,GJ58AZ4857
2020-01-01,2:33:00,India,M,25,79,Hispanic,Drunk Driving,Speeding,FALSE,Vehicle Search,Warning,TRUE,16-30 Min,TRUE,GJ13OM4004
2020-01-01,2:34:00,Canada,F,42,38,Other,Seatbelt,Speeding,TRUE,Vehicle Search,Warning,TRUE,0-15 Min,TRUE,MH98JV5594
2020-01-01,2:35:00,USA,F,27,44,Asian,Seatbelt,Other,TRUE,None,Warning,FALSE,30+ Min,TRUE,KA28JK9136
2020-01-01,2:36:00,India,F,34,80,Hispanic,Seatbelt,Signal,FALSE,Frisk,Arrest,TRUE,16-30 Min,FALSE,MH39RB8864
2020-01-01,2:37:00,USA,M,24,54,Hispanic,Signal Violation,Other,TRUE,None,Arrest,TRUE,16-30 Min,FALSE,WB90MN1350
2020-01-01,2:38:00,India,M,33,49,Hispanic,Other,Signal,TRUE,Frisk,Arrest,TRUE,16-30 Min,TRUE,DL10SD7037
2020-01-01,2:39:00,Canada,F,42,53,Hispanic,Drunk Driving,DUI,FALSE,Frisk,Ticket,TRUE,0-15 Min,FALSE,WB20OZ5713
2020-01-01,2:40:00,Canada,M,27,25,Asian,Speeding,DUI,TRUE,Frisk,Ticket,FALSE,16-30 Min,FALSE,GJ46RC6990
2020-01-01,2:41:00,Canada,F,70,40,Asian,Other,DUI,FALSE,None,Warning,TRUE,30+ Min,FALSE,UP60ZM3897
2020-01-01,2:42:00,Canada,M,25,76,Other,Seatbelt,Seatbelt,FALSE,None,Arrest,FALSE,30+ Min,FALSE,MH66UK1367
2020-01-01,2:43:00,USA,F,43,34,Hispanic,Seatbelt,DUI,TRUE,Vehicle Search,Warning,FALSE,30+ Min,FALSE,RJ74MI6996
2020-01-01,2:44:00,Canada,F,63,69,Asian,Speeding,Speeding,TRUE,Frisk,Ticket,TRUE,30+ Min,TRUE,RJ99WT2168
2020-01-01,2:45:00,Canada,M,75,46,Hispanic,Speeding,Seatbelt,FALSE,None,Ticket,FALSE,0-15 Min,FALSE,DL77PV2647
2020-01-01,2:46:00,USA,F,20,55,Hispanic,Other,Signal,TRUE,Frisk,Warning,FALSE,30+ Min,FALSE,UP42ZR7328
2020-01-01,2:47:00,Canada,M,40,69,Other,Seatbelt,DUI,TRUE,None,Warning,FALSE,30+ Min,FALSE,KA31EW3735
2020-01-01,2:48:00,USA,M,73,21,Asian,Other,Other,TRUE,Frisk,Ticket,TRUE,16-30 Min,FALSE,KA21NM4066
2020-01-01,2:49:00,India,M,67,51,Asian,Speeding,Seatbelt,TRUE,Frisk,Ticket,FALSE,16-30 Min,FALSE,RJ14GS9371
2020-01-01,2:50:00,USA,M,59,47,Other,Seatbelt,DUI,FALSE,Frisk,Warning,TRUE,16-30 Min,TRUE,UP64SP1478
2020-01-01,2:51:00,USA,F,25,66,Hispanic,Drunk Driving,Speeding,TRUE,Vehicle Search,Warning,FALSE,16-30 Min,FALSE,RJ23AQ7762
2020-01-01,2:52:00,India,F,50,29,Black,Drunk Driving,Signal,TRUE,Vehicle Search,Ticket,FALSE,30+ Min,FALSE,MH67EH9811
2020-01-01,2:53:00,Canada,F,43,30,White,Other,Seatbelt,TRUE,Frisk,Arrest,TRUE,30+ Min,TRUE,WB90TM7810
2020-01-01,2:54:00,USA,M,66,59,Other,Signal Violation,Other,TRUE,None,Ticket,TRUE,16-30 Min,TRUE,GJ37SX3251
2020-01-01,2:55:00,India,M,27,33,Black,Seatbelt,Other,FALSE,Vehicle Search,Warning,TRUE,16-30 Min,FALSE,WB65CR4049
2020-01-01,2:56:00,USA,F,79,56,Hispanic,Other,Seatbelt,FALSE,None,Ticket,FALSE,0-15 Min,FALSE,WB60AD3081
2020-01-01,2:57:00,India,F,57,68,White,Speeding,Other,TRUE,Frisk,Arrest,TRUE,16-30 Min,FALSE,GJ46OY2005
2020-01-01,2:58:00,India,M,31,21,Asian,Drunk Driving,DUI,FALSE,Frisk,Arrest,FALSE,16-30 Min,FALSE,UP73GI4591
2020-01-01,2:59:00,India,F,67,63,Hispanic,Signal Violation,Other,FALSE,Vehicle Search,Ticket,TRUE,30+ Min,FALSE,KA23WS8090
2020-01-01,3:00:00,Canada,F,62,25,White,Speeding,Signal,TRUE,Frisk,Warning,TRUE,16-30 Min,FALSE,DL61GF6932
